60.24	2750.05	2.95
60.29	2753.13	2.78
60.34	2756.20	3.00
60.39	2759.28	3.06
60.44	2762.35	3.13
60.49	2765.42	3.13
60.54	2768.50	3.19
60.59	2771.58	3.06
60.64	2774.66	3.15
60.69	2778.12	2.99
60.74	2781.97	3.16
60.79	2785.81	2.97
60.84	2789.66	3.08
60.89	2793.50	3.04
60.94	2797.34	3.08
60.99	2801.19	3.33
61.04	2805.04	3.15
61.09	2808.88	3.46
61.14	2812.72	3.63
61.19	2816.57	3.08
61.24	2820.42	3.32
61.29	2824.26	2.85
61.34	2828.10	2.99
61.39	2831.69	2.99
61.44	2834.89	2.94
61.49	2837.97	2.97
61.54	2841.05	3.15
61.59	2844.12	3.02
61.64	2847.16	3.37
61.69	2850.04	3.10
61.74	2852.92	3.12
61.79	2855.80	3.07
61.84	2858.69	3.19
61.89	2861.57	3.17
61.94	2864.30	3.32
61.99	2866.61	3.07
62.04	2868.91	3.13
62.09	2871.22	3.22
62.14	2873.53	3.21
62.19	2875.83	3.21
62.24	2878.13	3.29
62.29	2880.45	3.50
62.34	2882.75	3.42
62.39	2885.05	3.62
62.44	2887.37	3.46
62.49	2889.67	3.12
62.54	2891.98	2.98
62.59	2894.28	3.05
62.64	2896.59	3.03
62.69	2898.90	3.14
62.74	2901.20	3.18
62.79	2903.51	3.11
62.84	2905.82	3.15
62.89	2908.12	3.05
62.94	2910.43	3.25
62.99	2912.74	2.92
63.04	2915.04	3.21
63.09	2917.35	3.27
63.14	2919.65	3.34
63.19	2921.96	3.33
63.24	2924.27	3.38
63.29	2926.57	3.37
63.34	2928.88	3.29
63.39	2931.19	3.48
63.44	2933.49	3.12
63.49	2935.80	3.09
63.54	2938.11	3.32
63.59	2940.76	3.01
63.64	2943.64	2.82
63.69	2946.52	2.87
63.74	2949.40	2.77
63.79	2951.92	2.79
63.84	2954.16	2.90
63.89	2956.00	2.86
63.94	2957.85	2.85
63.99	2959.69	3.00
64.04	2961.54	3.17
64.09	2963.39	2.95
64.14	2965.23	3.02
64.19	2967.08	2.85
64.24	2968.92	3.15
64.29	2970.77	2.94
64.34	2972.61	3.11
64.39	2974.46	3.21
64.44	2976.30	3.12
64.49	2978.15	3.16
64.54	2979.99	3.28
64.59	2981.84	3.30
64.64	2983.68	3.37
64.69	2985.52	3.25
64.74	2987.37	3.00
64.79	2989.22	3.06
64.84	2991.06	3.06
64.89	2992.91	3.35
64.94	2994.75	3.01
64.99	2996.60	3.03
65.04	2998.45	3.05
65.09	3000.29	3.50
65.14	3002.13	3.31
65.19	3003.98	3.42
65.24	3005.82	3.43
65.29	3007.67	3.35
65.34	3009.51	3.37
65.39	3011.36	3.42
65.44	3013.20	3.46
65.49	3015.05	3.42
65.54	3016.90	3.50
65.59	3018.74	2.94
65.64	3020.59	3.08
65.69	3022.43	3.33
65.74	3024.27	3.32
65.79	3026.12	3.35
65.84	3027.97	3.37
65.89	3029.81	3.01
65.94	3031.69	2.98
65.99	3033.99	2.92
66.04	3036.30	3.00
66.09	3038.61	2.96
66.14	3040.91	3.14
66.19	3043.23	3.10
66.24	3045.53	3.15
66.29	3047.83	3.22
66.34	3050.14	3.11
66.39	3052.44	3.11
66.44	3054.75	3.00
66.54	3059.47	2.98
66.59	3062.36	2.96
66.63	3064.66	2.96
66.69	3068.12	2.84
66.74	3071.01	2.84
66.79	3073.89	2.90
66.84	3076.78	2.83
66.89	3079.66	2.88
66.94	3082.54	2.86
66.99	3085.43	2.83
67.04	3088.31	2.78
67.09	3091.19	2.88
67.14	3094.08	2.96
67.19	3096.95	2.98
67.24	3099.83	2.79
67.29	3102.71	2.64
67.34	3105.41	3.05
67.39	3107.71	3.12
67.44	3110.01	3.10
67.49	3112.33	3.10
67.54	3114.63	3.11
67.59	3116.93	3.06
67.64	3119.25	3.13
67.69	3121.55	3.24
67.74	3123.85	3.21
67.79	3126.16	3.16
67.84	3128.47	3.22
67.89	3130.78	3.28
67.94	3133.08	3.21
67.99	3135.38	3.20
68.04	3137.70	3.09
68.09	3140.00	3.15
68.17	3141.00	3.29
68.32	3143.50	3.10
68.47	3145.40	3.09
68.62	3151.58	3.06
68.77	3158.07	2.95
68.92	3164.27	3.01
69.07	3169.57	3.09
69.22	3174.47	3.11
69.37	3178.64	3.17
69.52	3182.54	2.89
69.63	3185.71	2.82
69.63	3185.71	3.13
69.78	3190.48	2.69
69.93	3195.31	2.83
70.28	3208.95	2.72
70.43	3217.45	3.05
70.43	3217.45	2.85
70.58	3226.15	2.90
70.58	3226.15	2.84
70.83	3238.80	2.71
70.98	3243.42	2.70
71.13	3247.78	2.94
71.13	3247.78	2.84
71.28	3251.90	2.91
71.48	3256.43	2.98
71.73	3260.61	2.98
71.88	3263.64	3.05
72.08	3267.88	3.03
72.33	3274.00	3.03
72.48	3277.96	3.07
72.63	3281.94	3.17
72.83	3287.89	3.51
72.83	3287.89	3.04
73.08	3296.16	3.45
73.28	3303.03	3.27
73.43	3307.62	3.15
73.88	3321.40	2.88
74.03	3326.23	3.02
74.03	3326.23	2.86
74.03	3326.23	2.96
74.18	3331.06	2.97
74.33	3335.75	3.04
74.48	3340.43	3.13
74.48	3340.43	3.09
74.64	3345.75	3.16
74.64	3345.75	3.03
74.83	3352.09	3.07
75.43	3371.86	3.09
75.58	3376.55	3.31
75.73	3381.24	3.06
75.88	3385.86	3.01
76.03	3390.38	2.95
76.18	3394.89	2.89
76.33	3398.75	2.92
76.48	3402.36	2.85
76.63	3406.89	3.00
76.78	3411.99	2.91
76.93	3417.09	2.94
77.08	3422.18	2.79
77.23	3427.29	2.82
77.38	3432.39	2.74
77.53	3437.40	2.59
77.68	3442.03	2.45
77.68	3442.03	2.85
77.83	3447.11	2.80
77.98	3453.03	2.72
77.98	3453.03	2.72
77.98	3453.03	2.79
78.13	3459.06	2.59
78.28	3465.11	3.02
78.28	3465.11	3.12
78.48	3474.12	2.75
78.48	3474.12	2.91
78.63	3483.18	2.83
78.78	3491.46	2.65
78.93	3497.49	2.57
79.08	3503.91	2.49
79.23	3510.32	2.62
79.38	3516.74	2.73
79.38	3516.74	2.81
79.38	3516.74	2.57
79.53	3523.16	3.16
79.68	3529.23	2.86
79.83	3534.83	2.88
79.98	3541.91	2.83
80.13	3548.62	2.79
80.28	3554.57	2.81
80.43	3560.51	2.80
80.58	3566.46	2.75
80.73	3572.21	2.75
80.88	3577.09	2.82
80.99	3580.21	2.98
81.19	3585.21	2.95
81.39	3589.67	2.87
81.54	3592.41	2.83
81.84	3598.02	2.76
81.99	3600.92	2.73
82.29	3606.72	3.14
82.44	3610.22	2.79
82.64	3614.59	2.82
82.84	3618.38	2.80
82.99	3621.03	3.27
83.49	3628.44	2.89
83.69	3631.34	3.16
84.14	3638.10	2.92
84.34	3641.76	2.88
84.49	3644.66	2.79
84.49	3644.66	2.76
84.79	3651.65	2.94
85.19	3661.74	2.83
85.39	3667.89	3.23
85.54	3673.29	2.98
85.69	3679.21	2.90
85.89	3686.73	2.62
86.04	3691.53	2.66
86.19	3696.07	3.03
86.39	3700.88	2.77
86.54	3704.32	2.78
86.69	3708.60	2.90
86.89	3714.35	3.01
87.04	3717.54	2.73
87.19	3720.30	2.71
87.39	3723.75	2.73
87.54	3726.34	2.43
87.74	3729.78	2.77
87.94	3733.27	2.59
88.14	3736.96	2.80
88.34	3741.56	2.68
88.49	3745.05	2.95
88.64	3748.70	3.04
88.74	3751.76	2.69
88.94	3758.09	2.69
88.94	3758.09	2.86
89.14	3765.80	2.73
89.14	3765.80	2.72
89.34	3774.11	2.70
89.34	3774.11	2.71
89.54	3782.41	2.61
89.74	3790.73	2.76
89.94	3798.09	2.74
89.94	3798.09	2.65
90.04	3801.40	2.78
90.04	3801.40	2.73
90.24	3807.31	2.62
90.44	3812.55	2.69
90.64	3817.80	2.62
90.84	3823.76	2.93
90.84	3823.76	2.84
91.04	3829.82	2.95
91.24	3835.42	2.79
91.44	3841.00	2.60
91.54	3843.80	2.60
91.74	3850.11	2.66
91.94	3856.05	2.67
92.14	3860.85	2.76
92.34	3864.60	2.87
92.34	3864.60	2.94
92.54	3868.92	2.95
92.74	3873.04	3.04
92.94	3876.73	2.91
93.14	3880.34	2.83
93.34	3883.93	2.90
93.34	3883.93	2.69
93.54	3887.54	2.82
93.74	3891.16	2.70
94.14	3899.32	2.74
94.34	3903.64	2.77
94.34	3903.64	2.71
94.54	3907.97	2.68
94.74	3912.29	2.71
94.94	3916.38	2.83
94.94	3916.38	2.74
94.94	3916.38	2.81
95.34	3925.89	2.69
95.54	3930.81	2.59
95.74	3935.80	2.51
95.94	3940.79	2.82
95.94	3940.79	2.75
96.04	3943.29	2.84
96.26	3948.82	2.75
96.46	3953.27	2.64
96.46	3953.27	2.67
96.66	3957.73	2.58
96.86	3962.18	2.75
97.06	3966.63	2.79
97.06	3966.63	2.74
97.26	3971.09	2.79
97.46	3975.54	2.77
97.66	3979.99	2.79
97.66	3979.99	2.74
97.86	3984.45	2.80
97.86	3984.45	2.78
98.06	3988.93	2.79
98.06	3988.93	2.80
98.26	3995.19	2.94
98.26	3995.19	2.89
98.46	4000.68	2.86
98.68	4006.60	2.73
99.28	4018.66	2.78
99.48	4022.25	2.70
99.68	4025.83	2.68
100.18	4038.92	2.81
100.38	4049.02	2.71
100.58	4057.32	2.65
100.58	4057.32	2.52
100.78	4064.55	2.62
100.98	4072.00	2.67
101.18	4079.53	2.64
101.48	4089.67	2.88
101.58	4092.54	2.72
101.78	4097.50	2.62
101.98	4101.03	2.59
102.18	4104.36	2.59
102.28	4105.93	2.65
102.28	4105.93	2.60
102.48	4108.79	2.61
102.68	4111.62	2.59
102.68	4111.62	2.58
102.88	4114.45	2.70
103.08	4117.30	2.67
103.18	4118.72	2.69
103.18	4118.72	2.67
103.38	4121.93	2.76
103.38	4121.93	2.59
103.58	4125.48	2.77
103.78	4129.14	2.70
104.02	4134.16	2.69
104.22	4139.31	2.67
104.42	4145.42	2.66
104.42	4145.42	2.56
104.62	4152.60	2.88
104.62	4152.60	2.89
104.82	4160.94	2.73
105.02	4168.64	2.63
105.22	4176.30	2.61
105.22	4176.30	2.75
105.42	4183.95	2.67
105.42	4183.95	2.66
105.62	4191.64	2.70
105.82	4199.36	2.88
106.02	4205.87	2.70
106.02	4205.87	2.62
106.22	4210.50	2.62
106.42	4213.97	2.59
106.42	4213.97	2.72
106.62	4217.17	2.76
106.82	4220.35	2.75
107.02	4223.54	2.60
107.22	4226.73	2.63
107.42	4229.92	2.55
107.62	4233.11	2.63
107.82	4236.96	2.71
108.02	4241.40	2.73
108.22	4245.86	2.80
108.42	4250.33	2.81
108.62	4255.30	2.94
108.62	4255.30	2.75
108.82	4261.33	2.73
109.02	4267.36	2.70
109.22	4274.68	2.75
109.22	4274.68	2.75
109.30	4277.64	2.68
109.50	4283.17	2.54
109.70	4288.20	2.76
109.90	4293.26	2.61
110.10	4298.86	2.74
110.30	4304.43	2.58
110.50	4310.01	2.62
110.60	4312.80	2.57
110.80	4318.19	2.73
111.00	4323.57	2.63
111.00	4323.57	2.64
111.20	4328.96	2.69
111.40	4333.26	2.55
111.60	4337.57	2.58
111.60	4337.57	2.58
111.80	4341.88	2.56
112.00	4346.42	2.67
112.00	4346.42	2.58
112.34	4354.40	2.53
112.54	4360.06	2.73
112.74	4365.72	2.85
112.94	4371.07	2.56
113.34	4380.14	2.81
113.54	4384.45	2.64
113.74	4389.66	2.61
113.94	4395.05	2.63
114.14	4400.78	2.84
114.34	4406.49	2.85
114.54	4412.22	2.81
114.54	4412.22	2.59
114.74	4417.59	2.97
114.74	4417.59	2.84
114.89	4421.32	2.61
115.14	4426.63	2.81
115.34	4430.89	2.69
115.34	4430.89	2.77
115.54	4435.14	2.68
115.54	4435.14	2.61
115.74	4439.39	2.66
115.74	4439.39	2.77
115.74	4439.39	2.72
115.94	4443.64	2.69
115.94	4443.64	2.67
116.14	4447.89	2.68
116.34	4452.14	2.76
116.54	4456.39	2.80
116.74	4460.64	2.57
116.94	4465.16	2.56
116.94	4465.16	2.59
117.14	4470.49	2.70
117.34	4475.80	2.59
117.34	4475.80	2.53
117.54	4481.12	2.67
117.74	4486.44	2.69
117.74	4486.44	2.70
117.74	4486.44	2.70
117.94	4491.84	2.83
117.94	4491.84	2.81
118.14	4497.59	2.67
118.34	4503.44	2.72
118.54	4508.54	2.72
118.74	4513.60	2.70
118.74	4513.60	2.68
118.94	4518.67	2.41
119.14	4523.75	2.75
119.34	4528.81	2.74
119.54	4533.38	2.79
119.74	4537.67	2.66
119.94	4541.96	2.75
119.94	4541.96	2.61
119.94	4541.96	2.63
119.94	4541.96	2.69
120.14	4546.25	2.68
120.34	4550.31	2.68
120.54	4553.78	2.62
120.54	4553.78	2.66
120.74	4557.00	2.56
120.94	4559.95	2.71
120.94	4559.95	2.68
121.14	4562.82	2.65
121.34	4565.67	2.68
121.54	4568.53	2.79
121.54	4568.53	3.06
121.64	4569.96	2.84
121.64	4569.96	2.82
121.74	4571.38	2.87
121.84	4572.81	2.90
121.84	4572.81	2.56
121.94	4574.39	2.86
121.94	4574.39	2.78
122.04	4576.09	2.93
122.14	4577.88	2.93
122.24	4579.66	2.94
122.24	4579.66	2.89
122.34	4581.45	2.81
122.34	4581.45	2.81
122.44	4583.35	2.92
122.54	4585.31	2.76
122.54	4585.31	2.79
122.54	4585.31	3.10
122.62	4587.11	2.80
122.62	4587.11	2.74
123.14	4598.25	2.84
123.14	4598.25	2.82
123.34	4601.69	2.90
123.34	4601.69	2.56
123.54	4605.12	2.93
123.74	4610.00	2.94
123.74	4610.00	2.89
123.99	4616.08	2.99
124.19	4620.58	2.63
124.19	4620.58	2.73
124.39	4624.92	2.72
124.39	4624.92	2.99
124.59	4629.27	2.80
124.79	4633.62	2.67
124.79	4633.62	2.67
124.99	4637.95	2.70
125.19	4642.29	2.62
125.19	4642.29	2.64
125.39	4646.52	2.75
125.59	4650.34	2.75
125.59	4650.34	2.77
125.79	4653.65	2.78
126.09	4658.53	2.61
126.29	4661.68	2.61
126.49	4664.84	2.67
126.49	4664.84	2.59
126.69	4667.99	2.78
126.89	4671.14	2.64
127.09	4674.30	2.72
127.29	4677.59	2.55
127.49	4682.12	2.68
127.69	4686.21	2.81
127.89	4691.37	2.81
128.09	4696.77	2.92
128.29	4701.10	2.87
128.49	4705.35	2.78
128.69	4709.61	2.73
128.89	4713.86	2.67
129.09	4717.52	2.71
129.29	4721.10	2.76
129.49	4724.68	2.92
129.69	4728.26	2.98
129.77	4729.67	2.92
129.97	4733.25	2.94
130.17	4736.74	2.91
130.37	4741.07	2.83
130.57	4745.18	2.95
130.77	4748.63	2.80
130.97	4751.88	2.81
131.37	4758.36	2.80
131.47	4759.72	2.81
131.57	4761.09	2.68
131.77	4763.69	2.91
131.87	4764.99	2.93
132.17	4768.88	3.10
132.37	4771.44	3.04
132.57	4774.09	3.00
132.77	4776.65	2.99
132.97	4779.21	2.92
133.17	4781.81	2.94
133.55	4787.30	2.85
133.75	4790.78	2.80
133.95	4795.44	2.81
134.15	4800.11	2.81
134.35	4804.93	2.94
134.55	4809.60	2.92
134.75	4814.30	2.98
134.95	4818.81	2.92
135.15	4824.22	2.77
135.35	4829.81	2.79
135.55	4835.03	2.73
135.75	4839.24	2.76
135.95	4843.22	2.95
136.15	4845.90	2.98
136.35	4848.55	3.05
136.55	4851.19	3.06
136.75	4853.89	2.90
136.95	4857.27	2.85
137.15	4860.60	2.75
137.35	4863.57	2.81
137.55	4867.05	2.69
137.75	4871.00	2.63
137.95	4874.82	2.70
138.15	4878.80	2.69
138.35	4883.12	2.73
138.55	4886.91	2.76
138.75	4889.82	2.99
139.15	4895.07	3.29
139.35	4897.29	3.32
139.55	4899.29	3.26
139.75	4901.30	3.20
139.95	4903.31	3.05
140.15	4905.32	2.87
140.35	4907.32	2.75
140.55	4909.34	2.82
140.75	4911.38	2.74
140.95	4913.39	2.66
141.03	4914.20	2.78
141.23	4916.22	2.76
141.43	4918.25	2.78
141.63	4920.27	2.74
141.83	4922.19	2.73
142.03	4924.31	2.71
142.23	4926.71	2.85
142.43	4929.48	2.62
142.63	4932.48	2.82
142.83	4935.85	2.85
143.03	4940.06	2.91
143.23	4944.92	2.90
143.43	4951.13	2.69
143.63	4958.80	2.55
143.81	4965.84	2.71
144.01	4972.78	2.65
144.21	4978.74	2.90
144.41	4984.53	2.65
144.61	4990.47	2.71
144.81	4996.31	2.58
145.01	5001.27	2.71
145.21	5005.63	2.64
145.41	5010.07	2.82
145.71	5015.96	2.62
145.91	5019.80	2.61
146.11	5023.54	2.58
146.31	5027.60	2.66
146.51	5032.40	2.60
146.71	5036.45	2.65
146.91	5039.00	2.84
147.21	5043.71	2.94
147.51	5049.72	2.91
147.71	5053.78	2.84
147.91	5057.67	2.73
148.11	5061.73	2.61
148.31	5065.66	2.71
148.61	5070.64	2.64
148.81	5073.73	2.54
149.01	5076.66	2.66
149.21	5079.16	2.61
149.41	5081.63	2.58
149.61	5084.18	2.68
149.81	5088.47	2.46
150.11	5094.72	2.60
150.31	5099.01	2.74
150.51	5103.29	2.91
150.71	5107.56	2.84
150.91	5112.82	2.78
151.13	5120.21	2.67
151.33	5127.85	2.66
151.53	5136.41	2.66
151.73	5142.61	2.70
151.93	5147.78	2.56
152.13	5152.56	2.67
152.33	5156.96	2.84
152.53	5161.42	2.69
152.73	5165.75	2.78
152.93	5170.08	2.89
153.13	5174.41	2.90
153.33	5178.67	2.88
153.53	5183.05	2.80
153.73	5187.33	2.86
153.93	5191.76	2.76
154.13	5196.69	2.63
154.33	5201.69	2.63
154.53	5206.46	2.84
154.73	5211.20	2.71
154.90	5215.26	2.61
155.72	5232.77	2.54
155.82	5235.18	2.70
155.92	5237.62	2.80
156.02	5240.36	2.86
156.12	5243.33	2.80
156.32	5249.28	2.85
156.42	5252.25	2.93
156.52	5255.06	2.81
156.62	5257.57	2.84
156.72	5259.94	2.86
156.82	5262.32	2.75
156.92	5264.70	2.77
157.02	5267.08	2.79
157.12	5269.31	2.60
157.22	5271.55	2.73
157.32	5273.36	2.69
157.42	5275.32	2.67
157.52	5277.60	2.61
157.62	5279.57	2.73
157.72	5281.08	2.72
157.82	5282.54	2.87
157.92	5283.96	2.67
158.02	5285.24	2.72
158.12	5286.75	2.71
158.22	5288.35	2.83
158.32	5289.84	2.83
158.42	5291.41	2.82
158.52	5292.84	2.78
158.62	5294.28	2.90
158.72	5295.63	2.91
158.82	5297.06	2.85
158.92	5298.51	2.94
159.02	5300.10	2.79
159.12	5301.80	2.73
159.22	5303.58	2.76
159.33	5305.43	2.75
159.43	5306.99	2.65
159.51	5308.18	2.62
159.61	5309.89	2.67
159.72	5312.01	2.52
159.82	5314.17	2.60
159.92	5316.71	2.70
160.12	5322.34	2.62
160.22	5324.91	2.59
160.32	5327.35	2.60
160.42	5329.65	2.70
160.52	5331.93	2.75
160.62	5333.83	2.70
